型号,系列,网址,图片,价格,状态,CPU跑分,CPU型号,CPU系列,CPU主频,最高睿频,核心/线程数,三级缓存,总线规格,核心架构,制程工艺,功耗,内存容量,内存类型,插槽数量,硬盘容量,硬盘描述,显卡跑分,显卡类型,显卡芯片,显存容量,显存类型,显存位宽,外壳材质,可选配件,网络通信,电池类型,基本参数,厚度,屏幕技术,无线网卡,扬声器,屏幕分辨率,上市时间,宽度,工作温度,其它特点,产品类型,数据接口,长度,笔记本重量,安全性能,客服电话,电话备注,人脸识别,电源适配器,质保备注,音频系统,光驱类型,笔记本附件,存储温度,有线网卡,主板芯片组,显卡,产品定位,操作系统,电源描述,质保时间,外壳描述,处理器,输入设备,指取设备,保修政策,包装清单,外观,附带软件,保修信息,读卡器,显示比例,音频接口,工作湿度,蓝牙,指纹识别,环境要求,麦克风,变形方式,其他,扩展插槽,摄像头,存储设备,详细内容,屏幕尺寸,商用技术,最大内存容量,续航时间,视频接口,特色功能,显示屏,多媒体设备,触控屏,I/O接口,键盘描述,其它接口
苹果MacBook Pro（MC976CH/A）,MacBook Pro（Retina屏）15.4英寸系列,http://detail.zol.com.cn/notebook/index327553.shtml,https://2b.zol-img.com.cn/product/90_80x60/933/ce9J2syZmliW.jpg,1.83万,[停产],8121,Intel 酷睿i7 3720QM,英特尔 酷睿i7 3代系列,2.6GHz,3.6GHz,四核心/八线程,6MB,DMI 5 GT/s,Ivy Bridge,22nm,45W,8GB（8GB×1）,DDR3 1600MHz,NULL,512GB,SSD固态硬盘,1215,双显卡（性能级独立显卡＋集成显卡）,NVIDIA GeForce GT 650M＋Intel GMA HD 4000,1GB,GDDR5,NULL,镁铝合金,NULL,NULL,聚合物电池,NULL,18mm,LED背光，Retina显示屏,支持802.11a/b/g无线协议,内置扬声器,2880x1800,2012年06月,247.1mm,10-35℃,NULL,家用,2×USB3.0，Thunderbolt接口,358.9mm,2.02Kg,NULL,400-627-2273,NULL,NULL,100V-240V 85W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,-24-45℃,NULL,NULL,NULL,时尚轻薄本,Mac OS X Lion,NULL,1年,银白色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,SD读卡器,16:10,耳机输出接口,0%-90%（无冷凝）,支持，蓝牙4.0模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,凡属正常使用情况下由于产品本身质量问题引起的故障，在保修期内，苹果公司将负责给予有限保修。产品出现故障，请直接与苹果售后支持热线400-627-2273联系。用户请妥善保存本保修卡及购机时经销商开具的国家税务局标准销售凭证。在维修时将被要求出示以上凭证作为保修依据，产品的保修起始日期为有效购机凭证上的购机日期。进入官网>>,15.4英寸,NULL,16GB,7小时左右，视具体使用环境而定,HDMI,NULL,NULL,NULL,不支持触控,NULL,背光键盘,电源接口
苹果MacBook Pro（ME294CH/A）,MacBook Pro（Retina屏）15.4英寸系列,http://detail.zol.com.cn/notebook/index364494.shtml,https://2d.zol-img.com.cn/product/127_80x60/549/ceZCKaGHqNEc.jpg,1.81万,[停产],9019,Intel 酷睿i7 4850HQ,英特尔 酷睿i7 4代系列,2.3GHz,3.5GHz,四核心/八线程,6MB,DMI 5 GT/s,Haswell,22nm,47W,16GB（8GB×2）,DDR3L（低电压版）1600MHz,NULL,512GB,SSD固态硬盘,1285,双显卡（性能级独立显卡＋集成显卡）,NVIDIA GeForce GT 750M＋Intel GMA HD 5200,2GB,GDDR5,NULL,镁铝合金,NULL,NULL,聚合物电池,NULL,18mm,LED背光，Retina显示屏,支持802.11a/b/g/n无线协议,内置扬声器,2880x1800,2013年10月,247.1mm,10-35℃,NULL,家用,2×USB3.0，2×Thunderbolt接口,358.9mm,2.02Kg,NULL,400-627-2273,NULL,NULL,100V-240V 85W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,-24-45℃,NULL,NULL,NULL,时尚轻薄本,Mac OS X Mavericks,NULL,1年,银白色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,SD读卡器,16:10,耳机输出接口,0%-90%（无冷凝）,支持，蓝牙4.0模块,NULL,NULL,双麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,凡属正常使用情况下由于产品本身质量问题引起的故障，在保修期内，苹果公司将负责给予有限保修。产品出现故障，请直接与苹果售后支持热线400-627-2273联系。用户请妥善保存本保修卡及购机时经销商开具的国家税务局标准销售凭证。在维修时将被要求出示以上凭证作为保修依据，产品的保修起始日期为有效购机凭证上的购机日期。进入官网>>,15.4英寸,NULL,16GB,8小时左右，视具体使用环境而定,HDMI,NULL,NULL,NULL,不支持触控,NULL,背光键盘,MagSafe 2电源接口
苹果MacBook Pro（ME664CH/A）,MacBook Pro（Retina屏）15.4英寸系列,http://detail.zol.com.cn/notebook/index348879.shtml,https://2b.zol-img.com.cn/product/127_80x60/553/ce80d6g43I0WY.jpg,1.57万,[停产],7591,Intel 酷睿i7 3630QM,英特尔 酷睿i7 3代系列,2.4GHz,3.4GHz,四核心/八线程,6MB,DMI 5 GT/s,Ivy Bridge,22nm,45W,8GB（8GB×1）,DDR3 1600MHz,NULL,256GB,SSD固态硬盘,1215,双显卡（性能级独立显卡＋集成显卡）,NVIDIA GeForce GT 650M＋Intel GMA HD 4000,1GB,GDDR5,NULL,镁铝合金,NULL,NULL,聚合物电池,NULL,18mm,LED背光，Retina显示屏,支持802.11a/b/g/n无线协议,内置扬声器,2880x1800,2013年03月,247.1mm,10-35℃,NULL,家用,2×USB3.0，Thunderbolt接口,358.9mm,2.02Kg,NULL,400-627-2273,NULL,NULL,100V-240V 85W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,-24-45℃,NULL,NULL,NULL,时尚轻薄本,Mac OS X Mavericks,NULL,1年,银白色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,SD读卡器,16:10,耳机输出接口,0%-90%（无冷凝）,支持，蓝牙4.0模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,凡属正常使用情况下由于产品本身质量问题引起的故障，在保修期内，苹果公司将负责给予有限保修。产品出现故障，请直接与苹果售后支持热线400-627-2273联系。用户请妥善保存本保修卡及购机时经销商开具的国家税务局标准销售凭证。在维修时将被要求出示以上凭证作为保修依据，产品的保修起始日期为有效购机凭证上的购机日期。进入官网>>,15.4英寸,NULL,16GB,7小时左右，视具体使用环境而定,HDMI,NULL,NULL,NULL,不支持触控,NULL,背光键盘,电源接口
苹果MacBook Pro（MGXA2CH/A）,MacBook Pro（Retina屏）15.4英寸系列,http://detail.zol.com.cn/notebook/index385691.shtml,https://2e.zol-img.com.cn/product/138_80x60/518/ceRodicj0RMj6.jpg,1.32万,[停产],8964,Intel 酷睿i7 4770HQ,英特尔 酷睿i7 4代系列,2.2GHz,3.4GHz,四核心/八线程,6MB,DMI 5 GT/s,Haswell,22nm,47W,16GB（8GB×2）,DDR3L（低电压版）1600MHz,NULL,256GB,SSD固态硬盘,1175,核芯显卡,Intel Iris Pro Graphics 5200,共享内存容量,无,NULL,镁铝合金,NULL,NULL,聚合物电池,NULL,18mm,LED背光，Retina显示屏,支持802.11a/b/g/n无线协议,内置扬声器,2880x1800,2014年07月,247.1mm,10-35℃,NULL,家用,2×USB3.0，2×Thunderbolt接口,358.9mm,2.02Kg,NULL,400-627-2273,NULL,NULL,100V-240V 85W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,-24-45℃,NULL,NULL,NULL,时尚轻薄本,Mac OS X Mavericks,NULL,1年,银白色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,SD读卡器,16:10,耳机输出接口,0%-90%（无冷凝）,支持，蓝牙4.0模块,NULL,NULL,双麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,凡属正常使用情况下由于产品本身质量问题引起的故障，在保修期内，苹果公司将负责给予有限保修。产品出现故障，请直接与苹果售后支持热线400-627-2273联系。用户请妥善保存本保修卡及购机时经销商开具的国家税务局标准销售凭证。在维修时将被要求出示以上凭证作为保修依据，产品的保修起始日期为有效购机凭证上的购机日期。进入官网>>,15.4英寸,NULL,NULL,8小时左右，视具体使用环境而定,HDMI,NULL,NULL,NULL,不支持触控,NULL,背光键盘,MagSafe 2电源接口
苹果MacBook Pro（MGXC2CH/A）,MacBook Pro（Retina屏）15.4英寸系列,http://detail.zol.com.cn/notebook/index385690.shtml,https://2f.zol-img.com.cn/product/138_80x60/519/ceItOok19k49U.jpg,1.66万,[停产],9343,Intel 酷睿i7 4870HQ,英特尔 酷睿i7 4代系列,2.5GHz,3.7GHz,四核心/八线程,6MB,DMI 5 GT/s,Haswell,22nm,47W,16GB（8GB×2）,DDR3L（低电压版）1600MHz,NULL,512GB,SSD固态硬盘,1285,双显卡（性能级独立显卡＋集成显卡）,NVIDIA GeForce GT 750M＋Intel Iris Pro Graphics 5200,2GB,GDDR5,NULL,镁铝合金,NULL,NULL,聚合物电池,NULL,18mm,LED背光，Retina显示屏,支持802.11a/b/g/n无线协议,内置扬声器,2880x1800,2014年07月,247.1mm,10-35℃,NULL,商用,2×USB3.0，2×Thunderbolt接口,358.9mm,2.02Kg,NULL,400-666-8800,NULL,NULL,100V-240V 85W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,-24-45℃,NULL,NULL,NULL,时尚轻薄本，商务办公本,Mac OS X Mavericks,NULL,1年,银白色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,SD读卡器,16:10,耳机输出接口,0%-90%（无冷凝）,支持，蓝牙4.0模块,NULL,NULL,双麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,凡属正常使用情况下由于产品本身质量问题引起的故障，在保修期内，苹果公司将负责给予有限保修。产品出现故障，请直接与苹果售后支持热线400-627-2273联系。用户请妥善保存本保修卡及购机时经销商开具的国家税务局标准销售凭证。在维修时将被要求出示以上凭证作为保修依据，产品的保修起始日期为有效购机凭证上的购机日期。进入官网>>,15.4英寸,NULL,NULL,8小时左右，视具体使用环境而定,HDMI,NULL,NULL,NULL,不支持触控,NULL,背光键盘,MagSafe 2电源接口
苹果MacBook Pro（ME665ZP/A）,MacBook Pro（Retina屏）15.4英寸系列,http://detail.zol.com.cn/notebook/index355365.shtml,https://2e.zol-img.com.cn/product/113_80x60/134/ceVptfWfjPBXc.jpg,1.8万,[停产],8347,Intel 酷睿i7 3740QM,英特尔 酷睿i7 3代系列,2.7GHz,3.7GHz,四核心/八线程,6MB,DMI 5 GT/s,Ivy Bridge,22nm,45W,16GB（16GB×1）,DDR3 1600MHz,NULL,512GB,SSD固态硬盘,1215,双显卡（性能级独立显卡＋集成显卡）,NVIDIA GeForce GT 650M＋Intel GMA HD 4000,1GB,GDDR5,NULL,镁铝合金,NULL,NULL,聚合物电池,NULL,18mm,LED背光，Retina显示屏,支持802.11a/b/g/n无线协议,内置扬声器,2880x1800,2013年06月,247.1mm,10-35℃,NULL,家用,2×USB3.0，Thunderbolt接口,358.9mm,2.02Kg,NULL,400-627-2273,NULL,NULL,100V-240V 85W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,-24-45℃,NULL,NULL,NULL,时尚轻薄本,Mac OS X Mavericks,NULL,1年,银白色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,SD读卡器,16:10,耳机输出接口,0%-90%（无冷凝）,支持，蓝牙4.0模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,凡属正常使用情况下由于产品本身质量问题引起的故障，在保修期内，苹果公司将负责给予有限保修。产品出现故障，请直接与苹果售后支持热线400-627-2273联系。用户请妥善保存本保修卡及购机时经销商开具的国家税务局标准销售凭证。在维修时将被要求出示以上凭证作为保修依据，产品的保修起始日期为有效购机凭证上的购机日期。进入官网>>,15.4英寸,NULL,16GB,7小时左右，视具体使用环境而定,HDMI,NULL,NULL,NULL,不支持触控,NULL,背光键盘,电源接口
苹果MacBook Pro（ME293ZP/A）,MacBook Pro（Retina屏）15.4英寸系列,http://detail.zol.com.cn/notebook/index365712.shtml,https://2f.zol-img.com.cn/product/127_80x60/551/ceGLbA9GOwJHI.jpg,1.28万,[停产],8274,Intel 酷睿i7 4750HQ,英特尔 酷睿i7 4代系列,2GHz,3.2GHz,四核心/八线程,6MB,DMI 5 GT/s,Haswell,22nm,47W,8GB（8GB×1）,DDR3L（低电压版）1600MHz,NULL,256GB,SSD固态硬盘,777,核芯显卡,Intel GMA HD 5200,共享内存容量,无,NULL,镁铝合金,NULL,NULL,聚合物电池,NULL,18mm,LED背光，Retina显示屏,支持802.11a/b/g/n无线协议,内置扬声器,2880x1800,2013年11月,247.1mm,10-35℃,NULL,家用,2×USB3.0，2×Thunderbolt接口,358.9mm,2.02Kg,NULL,400-627-2273,NULL,NULL,100V-240V 85W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,-24-45℃,NULL,NULL,NULL,时尚轻薄本,Mac OS X Mavericks,NULL,1年,银白色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,SD读卡器,16:10,耳机输出接口,0%-90%（无冷凝）,支持，蓝牙4.0模块,NULL,NULL,双麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,凡属正常使用情况下由于产品本身质量问题引起的故障，在保修期内，苹果公司将负责给予有限保修。产品出现故障，请直接与苹果售后支持热线400-627-2273联系。用户请妥善保存本保修卡及购机时经销商开具的国家税务局标准销售凭证。在维修时将被要求出示以上凭证作为保修依据，产品的保修起始日期为有效购机凭证上的购机日期。进入官网>>,15.4英寸,NULL,16GB,8小时左右，视具体使用环境而定,HDMI,NULL,NULL,NULL,不支持触控,NULL,背光键盘,MagSafe 2电源接口
苹果MacBook Pro（ME294ZP/A）,MacBook Pro（Retina屏）15.4英寸系列,http://detail.zol.com.cn/notebook/index365713.shtml,https://2c.zol-img.com.cn/product/127_80x60/548/ceJpMGbtjQy.jpg,1.58万,[停产],9019,Intel 酷睿i7 4850HQ,英特尔 酷睿i7 4代系列,2.3GHz,3.5GHz,四核心/八线程,6MB,DMI 5 GT/s,Haswell,22nm,47W,16GB（16GB×1）,DDR3L（低电压版）1600MHz,NULL,512GB,SSD固态硬盘,1285,双显卡（性能级独立显卡＋集成显卡）,NVIDIA GeForce GT 750M＋Intel GMA HD 5200,2GB,GDDR5,NULL,镁铝合金,NULL,NULL,聚合物电池,NULL,18mm,LED背光，Retina显示屏,支持802.11a/b/g/n无线协议,内置扬声器,2880x1800,2013年11月,247.1mm,10-35℃,NULL,家用,2×USB3.0，2×Thunderbolt接口,358.9mm,2.02Kg,NULL,400-627-2273,NULL,NULL,100V-240V 85W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,-24-45℃,NULL,NULL,NULL,时尚轻薄本,Mac OS X Mavericks,NULL,1年,银白色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,SD读卡器,16:10,耳机输出接口,0%-90%（无冷凝）,支持，蓝牙4.0模块,NULL,NULL,双麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,凡属正常使用情况下由于产品本身质量问题引起的故障，在保修期内，苹果公司将负责给予有限保修。产品出现故障，请直接与苹果售后支持热线400-627-2273联系。用户请妥善保存本保修卡及购机时经销商开具的国家税务局标准销售凭证。在维修时将被要求出示以上凭证作为保修依据，产品的保修起始日期为有效购机凭证上的购机日期。进入官网>>,15.4英寸,NULL,16GB,8小时左右，视具体使用环境而定,HDMI,NULL,NULL,NULL,不支持触控,NULL,背光键盘,MagSafe 2电源接口
苹果MacBook Pro（ME293CH/A）,MacBook Pro（Retina屏）15.4英寸系列,http://detail.zol.com.cn/notebook/index364492.shtml,https://2c.zol-img.com.cn/product/122_80x60/660/cemn8rOAV8Uk.jpg,1.34万,[停产],8274,Intel 酷睿i7 4750HQ,英特尔 酷睿i7 4代系列,2GHz,3.2GHz,四核心/八线程,6MB,DMI 5 GT/s,Haswell,22nm,47W,8GB（8GB×1）,DDR3L（低电压版）1600MHz,NULL,256GB,SSD固态硬盘,777,核芯显卡,Intel GMA HD 5200,共享内存容量,无,NULL,镁铝合金,NULL,NULL,聚合物电池,NULL,18mm,LED背光，Retina显示屏,支持802.11a/b/g/n无线协议,内置扬声器,2880x1800,2013年10月,247.1mm,10-35℃,NULL,家用,2×USB3.0，2×Thunderbolt接口,358.9mm,2.02Kg,NULL,400-666-8800,NULL,NULL,100V-240V 85W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,-24-45℃,NULL,NULL,NULL,时尚轻薄本,Mac OS X Mavericks,NULL,1年,银白色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,SD读卡器,16:10,耳机输出接口,0%-90%（无冷凝）,支持，蓝牙4.0模块,NULL,NULL,双麦克风,NULL,NULL,NULL,720p HD摄像头,NULL,凡属正常使用情况下由于产品本身质量问题引起的故障，在保修期内，苹果公司将负责给予有限保修。产品出现故障，请直接与苹果售后支持热线400-627-2273联系。用户请妥善保存本保修卡及购机时经销商开具的国家税务局标准销售凭证。在维修时将被要求出示以上凭证作为保修依据，产品的保修起始日期为有效购机凭证上的购机日期。进入官网>>,15.4英寸,NULL,16GB,8小时左右，视具体使用环境而定,HDMI,NULL,NULL,NULL,不支持触控,NULL,背光键盘,MagSafe 2电源接口
苹果MacBook Pro（ME664ZP/A）,MacBook Pro（Retina屏）15.4英寸系列,http://detail.zol.com.cn/notebook/index355364.shtml,https://2c.zol-img.com.cn/product/113_80x60/132/ceOz43rJmvg2E.jpg,1.48万,[停产],7591,Intel 酷睿i7 3630QM,英特尔 酷睿i7 3代系列,2.4GHz,3.4GHz,四核心/八线程,6MB,DMI 5 GT/s,Ivy Bridge,22nm,45W,8GB（8GB×1）,DDR3 1600MHz,NULL,256GB,SSD固态硬盘,1215,双显卡（性能级独立显卡＋集成显卡）,NVIDIA GeForce GT 650M＋Intel GMA HD 4000,1GB,GDDR5,NULL,镁铝合金,NULL,NULL,聚合物电池,NULL,18mm,LED背光，Retina显示屏,支持802.11a/b/g/n无线协议,内置扬声器,2880x1800,2013年06月,247.1mm,10-35℃,NULL,家用,2×USB3.0，Thunderbolt接口,358.9mm,2.02Kg,NULL,400-627-2273,NULL,NULL,100V-240V 85W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,-24-45℃,NULL,NULL,NULL,时尚轻薄本,Mac OS X Mavericks,NULL,1年,银白色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,SD读卡器,16:10,耳机输出接口,0%-90%（无冷凝）,支持，蓝牙4.0模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,凡属正常使用情况下由于产品本身质量问题引起的故障，在保修期内，苹果公司将负责给予有限保修。产品出现故障，请直接与苹果售后支持热线400-627-2273联系。用户请妥善保存本保修卡及购机时经销商开具的国家税务局标准销售凭证。在维修时将被要求出示以上凭证作为保修依据，产品的保修起始日期为有效购机凭证上的购机日期。进入官网>>,15.4英寸,NULL,16GB,7小时左右，视具体使用环境而定,HDMI,NULL,NULL,NULL,不支持触控,NULL,背光键盘,电源接口
苹果MacBook Pro（MC975ZP/A）,MacBook Pro（Retina屏）15.4英寸系列,http://detail.zol.com.cn/notebook/index355014.shtml,https://2d.zol-img.com.cn/product/113_80x60/543/ceJMVkSQUgEkg.jpg,1.35万,[停产],7467,Intel 酷睿i7 3610QM,英特尔 酷睿i7 3代系列,2.3GHz,3.3GHz,四核心/八线程,6MB,DMI 5 GT/s,Ivy Bridge,22nm,45W,8GB（8GB×1）,DDR3 1600MHz,NULL,256GB,SSD固态硬盘,1215,双显卡（性能级独立显卡＋集成显卡）,NVIDIA GeForce GT 650M＋Intel GMA HD 4000,1GB,GDDR5,NULL,镁铝合金,NULL,NULL,聚合物电池,NULL,18mm,LED背光，Retina显示屏,支持802.11a/b/g无线协议,内置扬声器,2880x1800,2012年06月,247.1mm,10-35℃,NULL,家用,2×USB3.0，Thunderbolt接口,358.9mm,2.02Kg,NULL,400-627-2273,NULL,NULL,100V-240V 85W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,-24-45℃,NULL,NULL,NULL,时尚轻薄本,Mac OS X Lion,NULL,1年,银白色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,SD读卡器,16:10,耳机输出接口,0%-90%（无冷凝）,支持，蓝牙4.0模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,凡属正常使用情况下由于产品本身质量问题引起的故障，在保修期内，苹果公司将负责给予有限保修。产品出现故障，请直接与苹果售后支持热线400-627-2273联系。用户请妥善保存本保修卡及购机时经销商开具的国家税务局标准销售凭证。在维修时将被要求出示以上凭证作为保修依据，产品的保修起始日期为有效购机凭证上的购机日期。进入官网>>,15.4英寸,NULL,16GB,7小时左右，视具体使用环境而定,HDMI,NULL,NULL,NULL,不支持触控,NULL,背光键盘,电源接口
苹果MacBook Pro（MC976ZP/A）,MacBook Pro（Retina屏）15.4英寸系列,http://detail.zol.com.cn/notebook/index355015.shtml,https://2e.zol-img.com.cn/product/113_80x60/544/ceYyTKeWA1r6Y.jpg,1.75万,[停产],8121,Intel 酷睿i7 3720QM,英特尔 酷睿i7 3代系列,2.6GHz,3.6GHz,四核心/八线程,6MB,DMI 5 GT/s,Ivy Bridge,22nm,45W,8GB（8GB×1）,DDR3 1600MHz,NULL,512GB,SSD固态硬盘,1215,双显卡（性能级独立显卡＋集成显卡）,NVIDIA GeForce GT 650M＋Intel GMA HD 4000,1GB,GDDR5,NULL,镁铝合金,NULL,NULL,聚合物电池,NULL,18mm,LED背光，Retina显示屏,支持802.11a/b/g无线协议,内置扬声器,2880x1800,2012年06月,247.1mm,10-35℃,NULL,家用,2×USB3.0，Thunderbolt接口,358.9mm,2.02Kg,NULL,400-627-2273,NULL,NULL,100V-240V 85W 自适应交流电源适配器,整机1年，主要部件2年,内置音效芯片,无内置光驱,NULL,-24-45℃,NULL,NULL,NULL,时尚轻薄本,Mac OS X Lion,NULL,1年,银白色,NULL,NULL,触摸板,全国联保，享受三包服务,笔记本主机 x1电源适配器 x1电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,SD读卡器,16:10,耳机输出接口,0%-90%（无冷凝）,支持，蓝牙4.0模块,NULL,NULL,内置麦克风,NULL,NULL,NULL,集成摄像头,NULL,凡属正常使用情况下由于产品本身质量问题引起的故障，在保修期内，苹果公司将负责给予有限保修。产品出现故障，请直接与苹果售后支持热线400-627-2273联系。用户请妥善保存本保修卡及购机时经销商开具的国家税务局标准销售凭证。在维修时将被要求出示以上凭证作为保修依据，产品的保修起始日期为有效购机凭证上的购机日期。进入官网>>,15.4英寸,NULL,16GB,7小时左右，视具体使用环境而定,HDMI,NULL,NULL,NULL,不支持触控,NULL,背光键盘,电源接口
苹果MacBook Pro（MF840CH/A）,MacBook Pro 13.3英寸（Broadwell）系列,http://detail.zol.com.cn/notebook/index397659.shtml,https://2f.zol-img.com.cn/product/176_80x60/291/ceo0HgXgGQGhw.jpg,1.08万,正常,4402,Intel 酷睿i5 5257U,英特尔 酷睿i5 5代系列,2.7GHz,3.1GHz,双核心/四线程,3MB,DMI 5 GT/s,Broadwell,14nm,23W,8GB（8GB×1）,DDR3LP（低功耗版）1866MHz,NULL,256GB,PCIe闪存,1513,核芯显卡,Intel Iris Graphics 6100,共享内存容量,无,NULL,镁铝合金,NULL,NULL,聚合物电池,NULL,18mm,LED背光，Retina显示屏，采用IPS技术,支持802.11ac无线协议,立体声扬声器,2560x1600,2015年04月,219mm,10-35℃,工作高度：经测试可高达3000米最高储存高度：4572米最高装运高度：10668米,商用,2×USB3.0，2×Thunderbolt 2接口,314mm,1.58Kg,安全锁孔,400-666-8800,24小时服务,NULL,100V-240V 60W MagSafe 2电源适配器,2年主要部件保修，90天免费电话技术支持（1年有限来自Apple保修服务）,内置音效芯片,无内置光驱,NULL,-24-45℃,NULL,NULL,NULL,时尚轻薄本，商务办公本,Mac OS X Yosemite,NULL,2年,银白色,NULL,NULL,Force Touch触摸板,全国联保，享受三包服务,笔记本主机 x1MagSafe 2电源适配器 x1交流电源插头电源线 x1说明书 x1保修卡 x1,NULL,附带软件,NULL,SD读卡器,16:10,耳机输出接口,0%-90%（无冷凝）,支持，蓝牙4.0模块,NULL,NULL,双麦克风,NULL,NULL,NULL,720p FaceTime HD摄像头,NULL,凡属正常使用情况下由于产品本身质量问题引起的故障，在保修期内，苹果公司将负责给予有限保修。产品出现故障，请直接与苹果售后支持热线400-627-2273联系。用户请妥善保存本保修卡及购机时经销商开具的国家税务局标准销售凭证。在维修时将被要求出示以上凭证作为保修依据，产品的保修起始日期为有效购机凭证上的购机日期。进入官网>>,13.3英寸,NULL,16GB,10小时左右，视具体使用环境而定,HDMI,环境光传感器,NULL,NULL,不支持触控,NULL,背光键盘,MagSafe 2电源接口
